,CD3D,CD3E,CD8A,CD4,CD2,CD19,MS4A1,CD79A,IGKC,CD14,CD68,CD163,FCGR3A,NKG7,GNLY,KLRD1,FCER1A,CD1C,HLA-DRA,PDCD1,PDL1,CTLA4,LAG3,TIGIT,HAVCR2,BTLA,VISTA,EPCAM,KRT5,KRT8,KRT18,CDH1,MKI67,PCNA,TOP2A,CCNB1,CDC20,ESR1,PGR,ERBB2,EGFR,BRCA1,BRCA2,TP53,ATM,CHEK2,VIM,FN1,CDH2,SNAI1,ZEB1,IFNG,TNF,IL6,IL10,TGFB1,CXCL9,CXCL10,CXCL13,CCL5,GZMA,GZMB,GZMK,PRF1
TCGA-BRCA-T14,10.204003829187752,38.99897942946357,5.196307825944275,6.340807094456737,3.8644022419185218,2.215124281794535,3.601624026322182,8.998149829954933,6.377490546942403,19.85490416657462,15.605567224155827,5.346182441352257,4.402610017178228,9.730477697302453,9.138542001146442,4.496493678522183,9.828497964376702,6.213088314238489,8.424538932118756,9.875104741093345,7.1855997031479975,38.583206653826444,20.307054044791634,4.81145397747625,18.22803942175459,7.346562637295332,19.996315922317947,36.95686017073821,17.967619146654933,8.409060610595722,13.632209859976761,8.24070204543837,19.051762647083507,9.175565519005143,7.101041863630018,16.411096697299133,63.248738284621275,7.967156375776695,3.5068389092805914,4.543011773831463,2.1484950992861283,29.56888527693557,6.2528104384620296,13.592406688681558,4.562250628822343,8.462684123255883,10.431109071888216,16.163513539378883,3.849620220036287,2.0884538370535775,3.177664565499124,20.422172230825453,18.56481081642498,9.27875448157194,9.340669748042775,10.7498738352601,3.542576229108417,21.665676486170412,6.340877074770544,5.864886394622948,12.780603191472172,4.577255971503726,3.454893640394179,20.074469085087557
TCGA-BRCA-T15,6.296424135077654,18.863033284776733,9.22250050400661,12.397133853877826,4.725217535633168,5.516387821782828,12.156511893109494,4.820572316844407,8.685148245645617,7.170878293522094,10.717327384741427,24.095373180103753,12.551242170040343,6.903947358928567,2.2534374305940625,4.433354416044703,9.232485214984777,2.4223622247981975,7.487247648209511,13.901146079850722,7.881982535257205,20.683799509760817,4.352626977176136,3.9373260695069643,12.421179281731142,7.473361813304549,11.328341245865127,18.27123198431943,13.092132567653568,38.77682657428153,36.91738815128342,11.491590557672971,9.447150609832448,17.490252316128498,11.26933965811751,2.768405876853226,39.89779780952698,3.1770435905561603,26.0039252249821,6.7248081023269775,3.6378422553077265,12.806698461517366,25.631417942820587,18.176077791304735,15.142350608590059,10.601901721363221,11.428430689132258,17.134175904402234,4.297916124320961,7.377741329369931,4.000105032848978,37.164467339242634,25.067710298563316,2.3218008096430327,11.781852505565832,22.748668459802044,3.5932226031028,8.713623341167217,21.76692211300424,2.2762841883536944,18.344925482714626,8.234739576942554,22.657989370845407,46.50963907146704
TCGA-BRCA-T16,48.30760521861462,14.642921077976874,34.71216060103038,32.92140909948618,5.074724172156275,16.124780331157226,2.3016783621512777,9.256069122302456,4.091009929578286,3.0278221397731526,2.640602746435062,11.533423597505896,5.322608104548536,19.48163724664453,2.5407194839157947,5.030083051341426,8.203388115200397,14.5127786667039,5.070636856321272,14.798509036825951,29.05633990469124,14.481078108865034,6.182587715590194,3.2964409649298627,18.32785349099345,2.1719909132820905,18.616462132833362,21.549746968451977,58.36385317026793,36.86070541441626,119.27949939525186,5.45502893478627,25.40535362756041,12.196686036721172,14.151622259992678,9.900263261024923,33.964796896453464,35.12317629473047,13.6975768827138,6.3270735487291345,6.376556606552193,18.378177759736655,7.728291200595943,6.170666695806615,5.5033546527529325,4.708872851342608,4.811317517858445,4.1284893276759735,2.3440382474987786,2.1442848226555924,37.19982383289842,6.465757975136816,5.880309819642543,11.106661189011577,3.969802047527467,25.95965002991821,14.34714225500469,2.7493091091280557,6.324518192267118,18.903543681126827,38.74673923744999,11.559849317216708,9.603153380611491,6.193148671081582
TCGA-BRCA-T17,75.94167029139219,8.95307247526525,47.900139972408326,20.7321958920284,9.486577782977552,7.750814020739529,4.097880224415701,3.553806160186938,3.992679188964054,3.6506677084364014,14.097926060582372,5.447805128584594,2.476664066662148,45.72501059832129,19.218567760208003,23.021236430454035,44.24039815239765,3.5282695726094824,6.036654839151046,20.03764170577525,17.289544829056048,5.005354617522082,23.302956035835784,6.050048006887035,4.0269420317571445,8.159783874326695,9.19035619349535,23.618705219530412,9.727026253478247,45.787846603245626,13.55662695800628,3.1096372877552025,35.74341337872047,48.61946893854591,32.73997498264947,15.265499757868898,19.90877501678068,8.40331825255919,2.7280391740188064,6.200115999282119,5.730496629044929,8.007724234762845,17.852555799970684,11.849324839176536,2.6761555778844683,3.9895700894433315,11.197361020777992,2.6334787215592987,17.24158898435364,7.467896354496627,7.240441099484728,9.179904612704599,15.929183303555813,5.419345071561722,11.066031183382808,8.672746728279789,4.485185164808566,18.871291483522867,14.77320107002186,10.594132555079009,26.81206862249928,28.235447658646358,11.857962567274487,25.76904220745119
TCGA-BRCA-T18,22.933694965579758,22.098114375932973,19.459046285332825,25.958305874390962,3.3815534036902317,19.020370544417226,18.436026577143483,2.237468092344176,15.98117901020251,3.103711259230045,5.265175860074469,12.885270425285933,3.402067477836505,24.442809065902868,16.27672237609779,7.665562442476776,2.0512507889393214,4.706618741694841,9.676235954909908,50.677961615692894,14.989988989068761,6.610076364121404,15.061650335298605,12.317964081332056,14.107401841035724,2.9051761383666324,13.451267845891863,22.027148343258013,67.33918299981798,15.530409619804,26.024546552210417,23.50928780454841,6.5141419673138445,43.75555497574276,21.301402369811566,2.5619812023288664,10.012733829995359,11.8527279609705,2.5578074191580904,8.98145383275971,5.395753052090889,14.699961904748347,5.468212392779549,25.521128448769126,31.04155500115473,29.758685315934006,13.07922125568984,3.114889590670446,13.35924584928288,2.1991537782600905,2.178975581875791,5.127886161737841,7.365501399373441,13.771591380670854,11.198285815126551,6.723319899165668,4.557529300467256,48.812230093255835,6.443534320880273,6.802896387396343,6.144121509454669,23.005800407647698,11.46505790429259,6.993382353438111
TCGA-BRCA-T19,6.289595853535681,22.114937311058604,20.941926416347144,9.787787730106096,26.105235251080874,3.310114265557207,6.529787780027293,25.004547462397237,6.354057141548401,10.140520141840822,6.054594424073117,4.5640138405350505,35.07016423305419,10.31805491014508,19.962020054785057,4.090446499871124,3.9172806510308633,2.25303239276444,10.436766871007917,8.516388650066416,26.972856705921522,10.691437376433765,44.37698809440961,5.462546139130061,18.237484037839284,13.99021843739438,13.78953635112029,41.5327869946626,33.76505802686709,25.713597507624147,10.532491746696484,2.2645353067998855,40.509366225399695,18.42330765203092,27.29181554504295,7.254866882158357,6.746908298436113,3.0699499929307072,11.25583051955769,6.501245759393522,3.790397399133089,11.76476013409331,5.663630507934597,13.722054323249505,4.506662372899659,14.778458320255695,4.972707177441551,6.8589880735625,2.0935086884074474,2.601641778453583,5.987139976685738,7.230470790240101,9.330736827935308,4.758677720595665,11.499072915113487,17.735900035224816,14.107605109580566,2.323400131181625,7.239214732016866,2.886828406476369,7.325575393416619,55.806191862753195,3.229831217384469,12.291111474508089
TCGA-BRCA-T20,19.4411365244193,23.183349722866073,17.302736360571657,5.147283430768448,5.1616786879828815,7.833704748581466,2.735751336832406,5.453983128669461,2.2701347656441926,2.654701516864698,6.045686828284759,3.1391080473972908,8.706139231344967,18.033502757901207,14.899005752886074,3.7866509940627777,3.4664090810806156,2.8835905382806053,10.094272917633043,17.709539274139193,3.3851489608323853,36.026328653386905,3.6404458281480965,12.352210657147465,11.877120032489913,18.381628419638087,12.01653978297621,37.126085706741065,15.464289484635806,38.35618224826262,9.503116095646927,20.01640255028173,16.104403560305013,28.798566535317264,13.42885360709065,10.25311201376071,15.463569395422773,12.521902679895366,2.6812391991116495,2.4980002505521206,4.270617260319331,6.7381148651515,25.540355570023983,7.474541581805539,31.792822475472747,5.2865849946514345,3.608296831830823,14.47370478075478,10.60012964273215,7.51636086978747,8.483986392924965,12.16095151783173,4.074879565493654,46.869049856381636,31.44511982312076,10.406024721060454,3.7805742277511465,11.12118236220295,2.599498974674346,2.2490569321889557,7.575745037666758,11.452663622481268,18.216159401526724,19.586835745814668
TCGA-BRCA-T21,25.36306857123983,13.313653691111208,11.36822799034224,11.955284758209455,37.152511132132034,2.3274859363514295,18.14114393404591,8.9148139308213,6.618792648277276,12.335372539910963,7.334674428793712,18.535250730142135,20.477027836962996,10.572384416248298,4.592863256681135,9.178776975527274,21.47644751618879,3.892487191600196,9.803371661596604,14.981736002706521,18.851160181522268,4.6927875564319255,18.097978909525317,31.76703847547094,3.5845164862411565,4.169676733497296,30.433416310892092,11.593574985592841,42.68221581961984,20.200776965963883,13.111945459898667,18.36804801395879,13.250722557839381,15.125218167415653,11.23125942848931,9.190570741480627,7.499802166646839,5.968567250907789,29.89726433456915,4.38868704339205,10.554059076136822,8.93324204388927,19.84891690707165,6.402667796101367,30.0048836353952,6.838007377317902,4.154028347981762,2.6107017804474966,3.4883035208367517,7.867986763436652,5.287880638441333,16.12327907297726,6.509417525484739,4.287753895806809,9.680791332587741,11.814580855674759,3.4621755814867745,3.4677221610460855,2.298885824075862,12.666640966318672,17.08075030176519,11.723850035623514,16.8719399254092,23.658379854032216
TCGA-BRCA-T22,18.204965204538823,35.40515939793504,8.457077755558604,6.780395320854269,4.514942445824863,2.470248853839702,8.060112342671552,24.067049643215732,2.3211073312750576,3.041871039864934,6.814745986415447,23.729669231007957,5.040204888454296,12.492670045256142,2.3396938640084137,3.2845732106913514,36.51800867626703,28.846434462559273,2.039617783790621,39.39168958414578,15.230515362822011,27.29201480371813,10.277907229104114,11.698032824373254,7.36868399607088,10.793641896524667,3.2033396336756574,8.547775656559484,14.625225584248057,29.95457025573511,12.058334979858987,10.952947274655832,54.05082546320894,6.380489512105018,20.632107174663506,6.692302718057388,33.36444271070923,3.5598487924691504,11.43751901104283,16.566966892781167,25.147459099042184,16.496362349846223,11.875126126115397,14.619348555509415,18.25466327494329,8.763112736552046,2.2468665418712415,23.383244058393384,11.357260288089202,11.028780351035913,3.9434559841441916,10.60429594934471,6.005212519166871,10.426809085497892,2.9017045502615684,10.579938547726853,61.533783277635244,2.3953039911544054,32.23890490049783,6.179245459636778,28.552401532189037,22.300360683211508,8.696440847412418,20.093521430231903
TCGA-BRCA-T23,36.6195365143751,12.76625117973054,10.940888371865096,21.520944757584605,15.195662743768587,13.493466950564097,14.788523811582204,6.575699973935092,15.622704851086906,3.0245677012285714,8.290685026754264,2.046202444130031,5.139433527545503,9.477214751550234,6.035736281509339,11.511812016249154,5.935482741691252,6.763716684511428,4.169685189855823,8.606524806608114,6.093901170396586,3.9121570590646466,14.099395143821475,16.23913770085283,9.729949841187345,6.981420920135579,5.821522758239199,43.82382899410559,21.177044986428683,19.74237904727449,8.46757797095626,5.339263051286381,11.696919108583273,12.12411719877199,17.15075476811379,8.101736834822951,18.107519015847476,13.58138503029505,15.412563211881318,12.130277950651127,26.902389800033642,5.184008445827001,7.17879910712513,5.075916185314157,10.341063411262013,20.264656080531815,4.232234754222188,22.94215332978975,2.497279215509765,23.797831384000943,5.466259834452307,2.855523691135495,7.322260391195293,4.3740685046253756,4.682359940733296,4.937150297290229,14.997464159723387,8.197657105106083,4.983685566027621,9.5397180876361,19.111740695777215,7.819740906496552,6.269330671672817,5.559747514256807
TCGA-BRCA-T24,7.99780351583208,22.144005389392554,8.003098422254709,16.1717674959815,11.876727995517484,2.9042470681637633,8.701910980545176,4.3717676807398735,28.358903774463407,7.286146970614457,15.118869739482873,8.39208999994889,2.355064394238929,16.03367180289223,26.19360416099786,9.362627382030595,15.682417717661833,19.247572241232266,4.070992526692002,5.859769130161869,14.329524776514365,9.352529188002928,24.980579786027086,30.63379624455427,5.488483827388118,4.162620916867544,14.13215436633959,13.783690209214985,39.129720659342624,17.921479413597382,27.822779057696664,2.8032961383290065,18.68908896691524,13.41478593147899,17.36704145693247,3.4715193193852634,23.691698266479456,17.89035410569502,3.9543226135083147,2.8048816901024076,2.191379679452592,15.271426880495873,14.34184973323918,12.911954133835657,4.111173303530311,5.9662613205216415,9.220608380314577,7.493613719935327,37.24106530705061,3.1735329009226185,11.50334049936371,6.144396806483195,6.471722605213726,12.115382891352423,11.432580602558517,39.91509446291496,3.099344993092665,2.8794980003252433,12.308662125388338,8.909338003743844,7.845119109400313,4.993008248173569,2.7164069685112633,30.95342214958707
